what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1780024500675
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1780024500675
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1780024500675
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1780024500675
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1780024500675
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1780024500675
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1780024500675
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1780024500675
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1780024500675
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1780024500675
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1780024500675
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1780024500675
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1780024500675
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1780024500675
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1780024500675
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1780024500675
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1780024500675
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1780024500675
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1780024500675
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1780024500675
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1780024500675
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1780024500675
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1780024500675
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1780024500675
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1780024500675
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1780024500675
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1780024500675
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1780024500675
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1780024500675
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1780024500675
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1780024500675
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1780024500675
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1780024500675
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1780024500675
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1780024500675
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1780024500675
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1780024500675
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1780024500675
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1780024500690
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1780024500690
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1780024500690
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1780024500690
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1780024500690
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1780024500690
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1780024500690
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1780024500690
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1780024500690
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1780024500690
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1780024500690
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1780024500690
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1780024500690
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1780024500690
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1780024500690
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1780024500690
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1780024500690
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1780024500690
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1780024500690
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1780024500690
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1780024500690
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1780024500690
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1780024500690
os,sysinfo,,,"win32",1780024500690
arch,sysinfo,,,"x86",1780024500690
ws,sysinfo,,,"win32",1780024500690
locale,sysinfo,,,"vi_VN",1780024500690
processors,sysinfo,,,"12",1780024500690
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1780024500690
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1780024500690
java.specification.name,sysinfo,,,"Java Platform API Specification",1780024500690
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1780024500690
java.specification.version,sysinfo,,,"1.6",1780024500690
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1780024500690
java.version,sysinfo,,,"1.6.0_23",1780024500690
java.vm.info,sysinfo,,,"mixed mode",1780024500690
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1780024500690
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1780024500690
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1780024500690
java.vm.specification.version,sysinfo,,,"1.0",1780024500690
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1780024500690
java.vm.version,sysinfo,,,"19.0-b09",1780024500690
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1780024505879
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780024505938
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1780024506001
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1780024506001
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1780024506001
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1780024506001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024506393
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1780024530132
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1780024530149
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1780024530857
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1780024531330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024536708
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1780024543427
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1780024543427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024546108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024548182
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780024549060
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780024549121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024549184
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1780024549515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024552088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1780024553231
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1780024554175
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780024557517
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1780024559450
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1780024559465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024563429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024570949
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780024572308
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780024573324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024577553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024587650
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1780024587991
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1780024588005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024588020
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780024590364
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1780024590538
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1780024590569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024591513
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop] return code: 4, 'other error'",1780024593618
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, /cygdrive/d/ProjectSoC2/DoAnSoC_new/Software/matrix_accel_SW/matrix_accel_SW.elf] return code: 4, 'other error'",1780024596555
error,log,,,"Downloading ELF Process failed",1780024596555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024596558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024600547
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780024604524
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780024611453
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1780024613476
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1780024613476
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780024614918
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780024616718
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1780024616718
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1780024624626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024624689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024642794
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780024644026
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780024644245
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid] return code: 4, 'other error'",1780024646791
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/d/ProjectSoC2/DoAnSoC_new/Software/matrix_accel_SW/matrix_accel_SW.elf] return code: 4, 'other error'",1780024649696
error,log,,,"Downloading ELF Process failed",1780024649696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024649712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024652496
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780024654782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024659523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024660563
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1780024660830
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780024662034
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780024662240
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid] return code: 4, 'other error'",1780024664742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1780024664836
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/d/ProjectSoC2/DoAnSoC_new/Software/matrix_accel_SW/matrix_accel_SW.elf] return code: 4, 'other error'",1780024667680
error,log,,,"Downloading ELF Process failed",1780024667682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024667682
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1780024667776
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1780024667776
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1780024667776
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1780024667776
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1780024667776
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1780024667776
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1780024667776
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1780024667776
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1780024667776
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1780024667776
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1780024667776
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1780024667776
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1780024667776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024667823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024669060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024677668
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780024679462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024682167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024683160
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1780024683429
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780024684662
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780024684876
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid] return code: 4, 'other error'",1780024687385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1780024690140
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/d/ProjectSoC2/DoAnSoC_new/Software/matrix_accel_SW/matrix_accel_SW.elf] return code: 4, 'other error'",1780024690291
error,log,,,"Downloading ELF Process failed",1780024690293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780024690306
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1780024690330
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025247355
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780025248913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025253231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025255517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025255930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025258493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025264016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025319410
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780025320605
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780025320806
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop] return code: 4, 'other error'",1780025323341
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, /cygdrive/d/ProjectSoC2/DoAnSoC_new/Software/matrix_accel_SW/matrix_accel_SW.elf] return code: 4, 'other error'",1780025326207
error,log,,,"Downloading ELF Process failed",1780025326207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025326207
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1780025326302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025328916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025329046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025335916
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780025339790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025344763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025355931
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780025357186
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780025357382
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025359419
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop] return code: 4, 'other error'",1780025359855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025362409
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, /cygdrive/d/ProjectSoC2/DoAnSoC_new/Software/matrix_accel_SW/matrix_accel_SW.elf] return code: 4, 'other error'",1780025362774
error,log,,,"Downloading ELF Process failed",1780025362775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025362802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025418095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025480167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025492901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025495265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025510934
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780025515733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025519511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780025535986
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1780025537214
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780025537408
